Time1,OH1,TMP1
0.038132295881621266,1.476226112145938e-07,1231.7585425819416
0.03814895543928486,1.482352787372086e-07,1231.8425062296133
0.03816561499694845,1.488522684066617e-07,1231.926847130614
0.03818227455461204,1.4947362464515267e-07,1232.011568100927
0.03819893411227563,1.500993920445824e-07,1232.096671986658
0.03821559366993922,1.5072961685315203e-07,1232.1821616645434
0.03823225322760281,1.5136434527470505e-07,1232.2680400424138
0.038248912785266403,1.520036242180026e-07,1232.3543100596007
0.03827512756758636,1.530188960585979e-07,1232.4908611238059
0.038301342349906314,1.5404574268672576e-07,1232.6284010276697
0.03832755713222627,1.5508435713780232e-07,1232.7669417140478
0.038353771914546225,1.5613493671325433e-07,1232.906495333485
0.03839482137889785,1.5780454927194338e-07,1233.1270854759077
0.03843587084324948,1.5950479320361766e-07,1233.350238272925
0.03847692030760111,1.612364933879317e-07,1233.5760036231084
0.03851796977195274,1.6300050423803856e-07,1233.8044328297808
0.038559019236304365,1.6479771089816623e-07,1234.0355786542973
0.03860006870065599,1.666290306809207e-07,1234.2694953690418
0.03864111816500762,1.6849541448831097e-07,1234.5062388131787
0.03870452928894171,1.7144972943442969e-07,1234.8776379866074
0.038767940412875804,1.7449388857584737e-07,1235.256139893283
0.038831351536809895,1.7763192511912158e-07,1235.6419745255275
0.03889476266074399,1.808681149931428e-07,1236.0353827147917
0.03895817378467808,1.8420699305546422e-07,1236.4366168346698
0.03902158490861217,1.8765337402168415e-07,1236.8459414978602
0.03908499603254626,1.9121237271529778e-07,1237.2636343094466
0.03914840715648035,1.9488942965718212e-07,1237.6899867149157
0.039211818280414444,1.9869033449767332e-07,1238.125304931904
0.039275229404348536,2.0262125731049245e-07,1238.5699109463606
0.03933864052828263,2.0668877615373398e-07,1239.0241435808425
0.03940205165221672,2.1089991635178178e-07,1239.4883596530651
0.03946546277615081,2.1526218129528287e-07,1239.962935243101
0.0395288739000849,2.1978360377095287e-07,1240.4482670713535
0.03959228502401899,2.2447277780237047e-07,1240.9447740022244
0.039638405427231134,2.2799394349922457e-07,1241.3131667417183
0.03967186571179506,2.3060926912163837e-07,1241.5843829183834
0.03970532599635899,2.33277347525171e-07,1241.8589982573635
0.039738786280922915,2.3599974410637688e-07,1242.1370856451945
0.03977224656548684,2.387780865845192e-07,1242.418720226244
0.03980570685005077,2.416140600311409e-07,1242.7039794979812
0.03983023448084998,2.437305569530859e-07,1242.9154336680006
0.03984804562692978,2.452878945416371e-07,1243.0702506205703
0.03986585677300958,2.4686271715810493e-07,1243.226146944215
